total_harga_pembelian,sumber,browser,gender,umur,selisih_waktu,day_regis,month_regis,year_regis,hour_regis,day_buy,month_buy,year_buy,hour_buy,sama,sama_ip,fraud
14,1,2,1,23,-785.8166666666667,3,5,2015,13,5,6,2015,7,1,1,0
34,1,1,0,36,-1583.35,9,6,2015,2,14,8,2015,2,1,1,0
18,0,2,0,49,-2417.766666666667,1,4,2015,21,11,7,2015,15,1,1,0
15,1,2,0,39,0.0,7,1,2015,16,7,1,2015,16,1,1,1
29,2,4,0,44,-814.35,7,6,2015,7,11,7,2015,5,1,1,0
44,2,0,0,38,-656.9,3,7,2015,22,31,7,2015,7,1,1,1
26,0,4,1,23,-1107.0,22,5,2015,3,7,7,2015,6,1,1,0
18,0,3,0,24,-529.8166666666667,28,6,2015,10,20,7,2015,11,1,1,0
31,2,2,1,41,-1865.8666666666663,11,4,2015,4,27,6,2015,22,1,1,0
25,1,1,1,26,-991.3666666666668,22,1,2015,19,5,3,2015,3,1,1,0
40,2,2,0,49,-2504.2,10,7,2015,0,22,10,2015,9,1,1,0
16,0,0,0,29,-117.06666666666666,16,6,2015,5,21,6,2015,2,1,1,0
15,2,0,1,40,-2623.5333333333333,5,3,2015,12,22,6,2015,19,1,1,0
57,0,4,1,25,-2352.5,22,1,2015,19,30,4,2015,20,1,1,0
40,0,4,1,27,0.0,6,1,2015,9,6,1,2015,9,1,1,1
38,1,0,1,25,-439.9333333333333,18,7,2015,21,6,8,2015,5,1,1,0
14,1,1,1,40,-1846.6666666666667,5,4,2015,2,21,6,2015,1,1,1,0
30,2,0,1,22,-866.2166666666667,5,6,2015,14,11,7,2015,16,1,1,0
24,0,4,1,45,-1104.5333333333333,12,1,2015,3,27,2,2015,3,1,1,0
54,2,0,1,23,-1728.1,25,1,2015,7,7,4,2015,7,1,1,0
35,2,0,1,33,0.0,9,1,2015,14,9,1,2015,14,1,1,1
60,2,0,1,34,-1689.5,16,3,2015,10,25,5,2015,19,1,1,0
46,1,0,0,40,-2227.333333333333,17,8,2015,23,18,11,2015,18,1,1,0
78,2,0,0,22,-2114.25,28,2,2015,10,27,5,2015,12,1,1,0
42,2,2,1,26,-847.05,11,1,2015,12,15,2,2015,19,1,1,0
54,0,0,1,45,-2507.333333333333,18,5,2015,15,31,8,2015,2,1,1,0
12,0,0,0,23,-1863.6333333333332,18,7,2015,13,4,10,2015,4,1,1,0
39,2,0,0,31,-766.1166666666667,13,1,2015,16,14,2,2015,14,1,1,0
16,2,2,0,25,-2000.7166666666667,10,2,2015,19,5,5,2015,4,1,1,0
40,2,0,1,25,-1064.9666666666667,6,5,2015,3,19,6,2015,12,1,1,0
34,2,1,1,33,-1462.9333333333334,9,6,2015,19,9,8,2015,18,1,1,0
41,1,0,0,37,-2640.616666666667,6,8,2015,5,24,11,2015,6,1,1,0
47,1,0,1,30,-2486.4333333333334,4,7,2015,4,15,10,2015,18,1,1,0
15,2,3,1,20,-2150.2166666666667,23,7,2015,3,20,10,2015,17,1,1,0
53,2,4,0,23,-931.7833333333332,28,3,2015,7,6,5,2015,3,1,1,0
70,0,0,0,20,-387.8666666666667,28,5,2015,23,14,6,2015,2,1,1,0
26,1,1,1,32,-2139.1666666666665,22,5,2015,20,19,8,2015,23,1,1,0
43,1,0,0,36,-2551.9,27,6,2015,0,11,10,2015,8,1,1,0
47,1,2,0,36,-995.0,28,3,2015,8,8,5,2015,19,1,1,0
52,0,0,1,26,-510.5833333333333,16,1,2015,16,6,2,2015,22,1,1,0
37,1,0,1,38,-1785.3166666666666,22,2,2015,20,8,5,2015,5,1,1,0
43,2,0,0,31,-1556.65,19,2,2015,16,25,4,2015,12,1,1,0
12,2,0,0,49,-1992.1666666666667,24,3,2015,15,15,6,2015,16,1,1,0
54,2,4,0,57,-970.1333333333332,12,8,2015,19,22,9,2015,5,1,1,0
22,1,0,0,40,-1426.8666666666666,15,5,2015,3,13,7,2015,14,1,1,0
49,2,2,1,26,-1225.0333333333333,7,4,2015,3,28,5,2015,4,1,1,0
14,0,2,0,35,-2109.05,23,7,2015,6,19,10,2015,3,1,1,0
42,2,0,0,27,-2760.4333333333334,10,7,2015,14,2,11,2015,14,1,1,0
48,0,0,1,55,-335.96666666666664,6,8,2015,3,20,8,2015,3,1,1,0
56,2,2,0,31,-1663.6333333333334,9,6,2015,13,17,8,2015,21,1,1,0
39,0,2,1,39,-1845.2333333333331,30,6,2015,14,15,9,2015,11,1,1,0
52,1,0,1,39,-1807.7833333333333,4,7,2015,12,17,9,2015,19,1,1,0
23,2,4,0,37,-1463.3,22,1,2015,22,24,3,2015,21,1,1,0
40,2,2,1,24,-1731.2,17,3,2015,6,28,5,2015,10,1,1,0
79,0,2,1,26,-2158.6666666666665,23,4,2015,9,22,7,2015,7,1,1,0
13,2,3,0,31,-1805.95,11,6,2015,13,25,8,2015,19,1,1,0
34,0,1,0,24,-26.23333333333333,3,8,2015,13,4,8,2015,15,1,1,1
38,0,0,0,24,-1102.9166666666667,20,1,2015,11,7,3,2015,10,1,1,0
10,0,0,1,27,0.0,11,1,2015,4,11,1,2015,4,1,1,1
39,2,4,0,31,-1153.7333333333331,10,7,2015,15,27,8,2015,17,1,1,0
26,2,4,0,46,-954.45,9,8,2015,19,18,9,2015,13,1,1,0
53,2,0,1,43,0.0,11,1,2015,8,11,1,2015,8,1,1,1
79,0,0,1,29,-946.9833333333332,7,3,2015,6,15,4,2015,17,1,1,0
54,0,2,0,48,-2118.133333333333,18,7,2015,18,15,10,2015,0,1,1,0
9,0,0,1,35,-611.3666666666667,1,2,2015,5,26,2,2015,17,1,1,0
81,0,2,1,41,-1724.6166666666666,5,1,2015,3,18,3,2015,0,1,1,0
31,2,4,0,25,-867.9,20,3,2015,0,25,4,2015,4,1,1,0
44,2,0,1,31,-1514.4333333333334,10,7,2015,1,11,9,2015,3,1,1,0
47,1,2,0,21,-1655.7333333333331,6,4,2015,5,14,6,2015,4,1,1,0
52,1,0,0,34,-2505.366666666667,23,5,2015,3,4,9,2015,13,1,1,0
29,0,0,0,30,-1290.9833333333331,26,5,2015,7,19,7,2015,2,1,1,0
9,0,2,0,26,-690.9333333333333,20,4,2015,3,18,5,2015,21,1,1,0
36,0,4,1,41,-334.95,12,7,2015,18,26,7,2015,17,1,1,0
39,0,1,1,45,-2795.6833333333334,27,5,2015,19,21,9,2015,7,1,1,1
9,2,1,0,38,-1914.0333333333333,4,3,2015,15,23,5,2015,9,1,1,0
16,1,2,0,29,-1838.75,14,1,2015,12,1,4,2015,2,1,1,0
31,2,0,0,23,-231.28333333333333,8,2,2015,20,18,2,2015,12,1,1,0
32,1,4,0,44,-2186.25,14,3,2015,8,13,6,2015,10,1,1,0
42,2,0,0,36,-1410.0,25,4,2015,4,22,6,2015,22,1,1,0
31,2,0,0,27,-1268.2833333333333,5,7,2015,21,27,8,2015,18,1,1,0
54,2,2,0,19,-1134.7166666666667,22,6,2015,5,8,8,2015,12,1,1,0
47,1,2,0,20,-1335.9833333333331,11,5,2015,22,6,7,2015,14,1,1,0
54,2,1,0,37,-61.71666666666667,12,4,2015,14,15,4,2015,4,1,1,0
15,0,0,0,20,-2430.583333333333,5,1,2015,7,16,4,2015,14,1,1,0
11,2,1,1,36,-1368.8,24,1,2015,0,22,3,2015,1,1,1,0
10,2,4,0,42,-334.6666666666667,8,4,2015,2,22,4,2015,1,1,1,0
40,2,2,1,21,-2581.4,9,4,2015,20,26,7,2015,9,1,1,0
44,1,1,0,37,-85.81666666666666,31,1,2015,21,4,2,2015,10,1,1,0
19,0,0,1,27,-339.15,6,8,2015,22,21,8,2015,2,1,1,0
39,0,2,1,20,-81.23333333333333,1,6,2015,22,5,6,2015,7,1,1,0
57,1,4,1,37,-1892.5166666666669,4,6,2015,11,22,8,2015,7,1,1,0
56,1,4,0,18,-1952.2166666666667,17,5,2015,7,6,8,2015,15,1,1,0
30,2,0,1,23,-1132.45,9,6,2015,14,26,7,2015,19,1,1,0
45,0,1,0,32,-262.43333333333334,31,7,2015,23,11,8,2015,21,1,1,0
47,0,0,1,38,-2523.05,17,4,2015,1,31,7,2015,4,1,1,0
88,2,4,0,43,-1365.95,2,7,2015,12,28,8,2015,10,1,1,0
48,0,1,0,39,-223.7,2,6,2015,1,11,6,2015,8,1,1,0
25,2,4,0,19,-1679.45,21,2,2015,5,2,5,2015,5,1,1,0
32,2,4,0,25,-643.1333333333333,27,3,2015,13,23,4,2015,8,1,1,0
11,0,2,1,25,-1127.7666666666669,15,2,2015,16,3,4,2015,16,1,1,0
45,1,0,1,43,-1415.3833333333334,22,6,2015,15,20,8,2015,15,1,1,0
11,0,1,1,36,-1907.7166666666667,11,1,2015,8,31,3,2015,20,1,1,0
27,1,0,1,39,-0.0166666666666666,4,1,2015,23,4,1,2015,23,1,1,1
25,1,0,0,28,-1292.2833333333333,30,1,2015,4,25,3,2015,1,1,1,0
59,1,0,1,41,-1228.1,28,4,2015,6,18,6,2015,10,1,1,0
11,2,2,1,30,-1065.5833333333333,28,4,2015,2,11,6,2015,12,1,1,0
19,0,1,1,45,-2255.3166666666666,16,8,2015,15,18,11,2015,14,1,1,0
42,1,1,1,23,-1158.9,14,6,2015,22,2,8,2015,5,1,1,0
44,2,0,1,59,-2076.6,27,5,2015,7,21,8,2015,20,1,1,0
35,0,4,1,38,-2748.9,10,2,2015,12,5,6,2015,1,1,1,0
79,0,0,1,36,-1511.1833333333334,7,7,2015,11,8,9,2015,10,1,1,0
61,0,1,0,44,-1382.5,19,2,2015,13,18,4,2015,4,1,1,0
36,1,2,1,35,-1373.35,1,6,2015,9,28,7,2015,14,1,1,0
46,0,4,1,38,-1133.45,23,4,2015,7,9,6,2015,12,1,1,0
65,1,0,0,45,-414.23333333333335,26,1,2015,17,12,2,2015,23,1,1,0
51,1,0,1,33,-2802.0333333333333,24,4,2015,18,19,8,2015,12,1,1,0
26,0,0,1,34,-1434.4,16,4,2015,11,15,6,2015,6,1,1,0
22,0,0,0,39,-1310.8166666666666,3,3,2015,16,27,4,2015,6,1,1,0
20,0,0,1,40,-2310.9333333333334,25,5,2015,18,30,8,2015,1,1,1,0
66,1,3,0,24,-781.8666666666667,1,3,2015,15,3,4,2015,5,1,1,1
30,2,0,1,40,-1900.6666666666667,29,3,2015,1,16,6,2015,6,1,1,0
26,1,1,0,27,-1529.0666666666666,7,4,2015,12,10,6,2015,5,1,1,0
35,2,4,0,23,-1741.5666666666666,20,3,2015,18,1,6,2015,8,1,1,0
63,2,2,0,27,-1002.2666666666668,22,3,2015,7,3,5,2015,2,1,1,0
63,0,4,0,34,-2610.833333333333,16,4,2015,4,2,8,2015,23,1,1,0
47,2,0,1,40,-1052.25,17,7,2015,19,30,8,2015,16,1,1,0
31,0,0,1,29,-1696.4666666666667,3,7,2015,11,12,9,2015,3,1,1,0
55,0,4,0,34,-1731.3166666666666,15,2,2015,2,28,4,2015,5,1,1,0
41,0,2,1,24,-566.7666666666667,3,2,2015,20,27,2,2015,11,1,1,1
30,2,0,1,36,-1163.4666666666667,13,3,2015,18,1,5,2015,6,1,1,0
44,0,2,0,34,-1985.1333333333332,20,3,2015,22,11,6,2015,16,1,1,0
12,2,4,1,33,-2845.233333333333,31,3,2015,11,28,7,2015,0,1,1,0
28,0,1,1,23,-2363.5666666666666,4,4,2015,5,11,7,2015,17,1,1,0
9,2,1,0,27,-1078.8833333333334,11,8,2015,6,25,9,2015,5,1,1,0
69,1,2,0,35,-2372.15,8,3,2015,13,15,6,2015,9,1,1,0
19,0,1,0,31,-1264.3166666666666,26,5,2015,4,17,7,2015,20,1,1,0
30,2,0,1,22,-1792.0333333333333,15,2,2015,15,1,5,2015,7,1,1,0
45,0,0,0,37,0.0,3,1,2015,0,3,1,2015,0,1,1,1
23,2,0,1,39,0.0,4,1,2015,16,4,1,2015,16,1,1,1
11,1,1,0,21,-2806.133333333333,24,2,2015,22,21,6,2015,20,1,1,0
10,2,2,1,37,-2113.733333333333,8,8,2015,15,4,11,2015,16,1,1,0
45,0,0,1,22,-1489.6666666666667,12,7,2015,19,12,9,2015,21,1,1,0
47,0,1,0,37,-1909.4666666666667,24,4,2015,1,12,7,2015,14,1,1,0
38,1,0,1,29,-203.96666666666667,22,1,2015,15,31,1,2015,3,1,1,0
34,2,0,0,34,-2597.3,27,1,2015,23,16,5,2015,4,1,1,0
58,0,4,0,22,-895.0,24,6,2015,22,1,8,2015,5,1,1,0
43,0,0,1,20,-2244.9666666666667,11,3,2015,7,12,6,2015,20,1,1,0
51,2,0,1,18,-91.98333333333332,19,3,2015,23,23,3,2015,19,1,1,0
19,2,0,1,50,-1681.3333333333333,15,4,2015,4,24,6,2015,5,1,1,0
11,0,1,1,23,-1645.45,2,4,2015,2,9,6,2015,15,1,1,0
26,0,4,0,27,-475.95,16,6,2015,5,6,7,2015,1,1,1,0
46,2,2,1,24,-1507.85,9,6,2015,23,11,8,2015,19,1,1,0
27,0,2,1,31,-2237.333333333333,18,1,2015,2,21,4,2015,7,1,1,0
44,0,0,1,18,-1854.7166666666667,11,1,2015,0,29,3,2015,7,1,1,0
37,0,1,0,37,-136.55,29,6,2015,0,4,7,2015,17,1,1,0
58,0,2,1,20,-1304.5,16,2,2015,17,12,4,2015,1,1,1,0
25,0,0,1,26,-444.4333333333333,7,2,2015,7,25,2,2015,19,1,1,0
52,1,0,0,23,-1644.5333333333333,31,5,2015,10,7,8,2015,23,1,1,0
30,0,4,0,27,-2726.383333333333,14,3,2015,3,5,7,2015,18,1,1,0
54,1,2,0,28,-2487.2,28,5,2015,10,9,9,2015,1,1,1,0
55,0,2,1,39,-1593.8333333333333,7,1,2015,5,14,3,2015,15,1,1,0
13,0,0,0,38,-2554.766666666667,27,6,2015,23,12,10,2015,10,1,1,0
24,2,0,1,40,-2520.6,6,2,2015,19,22,5,2015,20,1,1,0
74,0,0,0,36,-1188.0833333333333,17,7,2015,13,5,9,2015,1,1,1,0
14,0,0,0,36,-854.9833333333333,16,7,2015,21,21,8,2015,12,1,1,0
22,2,4,0,37,-723.1833333333333,14,2,2015,10,16,3,2015,13,1,1,0
20,0,4,1,40,-2023.65,6,3,2015,23,30,5,2015,6,1,1,0
39,0,4,0,31,-2218.7833333333333,3,8,2015,20,4,11,2015,7,1,1,0
42,2,2,1,32,-2440.4333333333334,21,7,2015,9,31,10,2015,2,1,1,0
42,0,0,1,33,-314.78333333333336,13,3,2015,8,26,3,2015,11,1,1,0
108,2,0,1,29,-1431.7333333333331,22,7,2015,18,20,9,2015,10,1,1,0
66,0,0,1,37,-2345.7833333333333,15,6,2015,8,21,9,2015,1,1,1,0
69,0,4,0,33,-1408.8,4,5,2015,23,2,7,2015,16,1,1,0
31,2,2,0,40,-66.1,26,2,2015,11,1,3,2015,5,1,1,0
38,2,4,0,43,-1619.3166666666666,12,6,2015,7,18,8,2015,18,1,1,0
13,0,0,1,24,-731.8333333333334,9,4,2015,0,9,5,2015,12,1,1,0
12,1,4,0,56,-2211.95,16,3,2015,2,16,6,2015,6,1,1,0
73,2,2,1,45,-2775.883333333333,1,3,2015,17,25,6,2015,9,1,1,0
47,1,0,0,23,-561.2,3,1,2015,13,26,1,2015,23,1,1,0
26,0,3,1,32,-2144.25,5,1,2015,11,4,4,2015,19,1,1,0
53,0,0,0,30,-376.7166666666666,23,1,2015,4,7,2,2015,20,1,1,0
25,0,2,0,40,-1833.9666666666667,20,2,2015,16,8,5,2015,2,1,1,0
45,1,2,1,27,-2850.6833333333334,5,2,2015,23,4,6,2015,17,1,1,0
33,2,0,1,37,-2007.2333333333331,1,6,2015,10,24,8,2015,1,1,1,0
30,2,0,1,35,-2168.2,10,7,2015,9,8,10,2015,17,1,1,0
24,1,0,0,34,-1072.3,27,1,2015,1,12,3,2015,18,1,1,0
31,2,2,0,30,-1154.6333333333334,6,8,2015,19,23,9,2015,21,1,1,0
33,1,1,1,39,-2055.5666666666666,9,3,2015,21,3,6,2015,13,1,1,0
20,0,4,1,25,-1127.65,24,5,2015,6,10,7,2015,6,1,1,0
17,1,0,0,27,-1532.8,15,1,2015,0,19,3,2015,21,1,1,0
43,0,2,0,21,-806.6666666666666,17,2,2015,16,23,3,2015,7,1,1,0
67,2,2,0,35,-2028.0833333333333,23,4,2015,1,16,7,2015,13,1,1,0
21,0,2,1,34,-383.6,8,5,2015,20,24,5,2015,19,1,1,0
15,0,1,1,22,-2241.116666666667,8,7,2015,18,10,10,2015,3,1,1,0
9,2,1,1,29,-810.0,31,1,2015,15,6,3,2015,9,1,1,0
49,0,2,1,23,-470.48333333333335,27,7,2015,8,15,8,2015,22,1,1,0
33,0,2,1,32,-397.95,16,7,2015,0,1,8,2015,14,1,1,0
44,0,0,0,31,0.0,3,1,2015,10,3,1,2015,10,1,1,1
42,0,0,1,46,-866.3333333333334,1,6,2015,5,7,7,2015,7,1,1,0
36,0,1,0,35,-2157.833333333333,8,1,2015,0,7,4,2015,22,1,1,0
35,2,2,1,25,-896.9,24,6,2015,18,1,8,2015,3,1,1,0
48,2,2,0,39,-2717.45,7,2,2015,4,31,5,2015,9,1,1,0
28,0,2,0,28,-2847.833333333333,10,4,2015,5,6,8,2015,21,1,1,0
31,1,0,1,19,-1457.85,3,3,2015,3,2,5,2015,21,1,1,0
50,0,0,1,24,-1820.3166666666664,28,2,2015,11,15,5,2015,8,1,1,0
37,0,0,1,28,-1759.9333333333334,17,3,2015,3,29,5,2015,11,1,1,0
74,2,0,1,32,-2766.133333333333,9,5,2015,17,1,9,2015,23,1,1,0
68,2,2,1,31,-675.0166666666667,19,1,2015,10,16,2,2015,13,1,1,0
40,1,2,0,47,-2275.7833333333333,13,3,2015,9,16,6,2015,5,1,1,0
26,0,0,1,21,-1762.3166666666666,14,7,2015,16,26,9,2015,2,1,1,0
56,0,2,1,29,-1803.6166666666663,16,3,2015,21,31,5,2015,0,1,1,0
35,1,0,1,23,-87.83333333333333,20,1,2015,9,24,1,2015,0,1,1,0
13,0,0,1,29,-1354.4,22,5,2015,10,17,7,2015,20,1,1,0
24,0,1,1,45,-965.3666666666668,26,6,2015,20,6,8,2015,1,1,1,0
47,1,0,1,32,-1471.2,10,7,2015,2,9,9,2015,9,1,1,0
26,0,2,0,51,-1977.8,25,2,2015,3,18,5,2015,13,1,1,0
19,0,2,1,38,-1727.6166666666666,31,5,2015,22,11,8,2015,21,1,1,0
16,1,2,1,38,-1038.1833333333334,20,4,2015,17,2,6,2015,23,1,1,0
66,0,1,1,35,-2782.1,8,8,2015,15,2,12,2015,13,1,1,0
68,2,4,1,21,-2117.383333333333,5,7,2015,10,1,10,2015,15,1,1,0
67,0,0,0,38,-2682.7833333333333,21,4,2015,16,11,8,2015,11,1,1,0
33,0,0,1,44,-2334.3166666666666,11,6,2015,12,16,9,2015,18,1,1,0
66,1,0,0,32,-322.55,17,7,2015,5,30,7,2015,16,1,1,0
35,2,4,1,30,-2124.5,31,7,2015,10,27,10,2015,23,1,1,0
27,2,0,1,34,-515.7666666666667,18,1,2015,6,8,2,2015,18,1,1,0
23,0,2,0,38,-2674.866666666667,21,6,2015,21,11,10,2015,8,1,1,0
81,0,2,1,20,-851.8333333333334,12,8,2015,9,16,9,2015,20,1,1,0
60,0,1,0,47,-1842.4166666666667,4,7,2015,7,19,9,2015,1,1,1,0
20,2,0,0,21,-1055.45,4,8,2015,0,17,9,2015,0,1,1,0
21,2,0,1,46,-210.21666666666667,9,5,2015,1,17,5,2015,19,1,1,1
10,1,0,1,25,-302.56666666666666,10,3,2015,12,23,3,2015,2,1,1,0
41,0,1,1,43,-1994.55,3,2,2015,4,27,4,2015,6,1,1,0
19,0,4,1,20,-614.6333333333333,27,5,2015,11,22,6,2015,2,1,1,1
43,0,1,1,35,-1780.3833333333334,9,8,2015,18,22,10,2015,22,1,1,0
15,1,0,1,34,-1738.05,30,4,2015,22,12,7,2015,8,1,1,0
17,0,0,1,32,-2247.833333333333,20,6,2015,1,21,9,2015,17,1,1,0
49,1,0,0,28,-1839.3833333333332,2,3,2015,12,18,5,2015,3,1,1,0
38,1,1,1,47,-2831.3166666666666,2,7,2015,2,28,10,2015,2,1,1,0
53,1,0,1,48,-811.6666666666666,5,5,2015,15,8,6,2015,11,1,1,0
9,0,0,1,34,-2108.233333333333,8,8,2015,17,4,11,2015,13,1,1,0
31,1,0,1,20,-533.6833333333333,8,5,2015,16,30,5,2015,21,1,1,0
49,2,1,0,47,-675.0166666666667,24,1,2015,10,21,2,2015,13,1,1,0
10,1,0,1,48,-1436.3833333333334,10,8,2015,19,9,10,2015,16,1,1,0
26,1,0,1,42,-892.85,11,5,2015,4,17,6,2015,9,1,1,0
23,0,4,1,21,-2819.8,6,6,2015,18,2,10,2015,6,1,1,0
43,2,0,1,28,-2415.3166666666666,22,4,2015,14,1,8,2015,6,1,1,0
40,0,0,1,20,-127.16666666666669,10,1,2015,2,15,1,2015,9,1,1,0
9,0,4,0,45,-1059.9833333333331,16,2,2015,2,1,4,2015,6,1,1,0
21,1,0,1,37,-1746.8666666666666,18,1,2015,4,31,3,2015,23,1,1,0
34,1,2,1,37,-1196.8333333333333,2,1,2015,16,21,2,2015,13,1,1,0
30,0,4,1,19,-2372.333333333333,12,4,2015,15,20,7,2015,12,1,1,0
36,2,0,1,33,-1289.7833333333333,28,7,2015,1,19,9,2015,18,1,1,0
69,0,2,0,21,-1999.95,7,2,2015,10,1,5,2015,18,1,1,0
26,2,0,0,24,-1952.9166666666667,16,5,2015,10,5,8,2015,19,1,1,1
27,0,0,1,34,-336.3666666666667,23,6,2015,3,7,7,2015,4,1,1,0
23,2,2,0,33,-792.1833333333333,4,3,2015,12,6,4,2015,12,1,1,0
26,1,0,0,35,-2023.8,23,7,2015,7,15,10,2015,15,1,1,0
19,0,2,0,36,-480.4,2,7,2015,3,22,7,2015,3,1,1,0
14,2,2,1,38,-2870.1833333333334,18,1,2015,7,17,5,2015,21,1,1,0
30,1,0,1,27,-870.0666666666667,14,5,2015,13,19,6,2015,19,1,1,0
32,1,0,1,43,-2231.883333333333,21,3,2015,4,22,6,2015,4,1,1,0
49,1,2,1,33,-285.15,22,7,2015,16,3,8,2015,13,1,1,0
19,0,0,1,45,-1358.3666666666666,21,3,2015,12,17,5,2015,2,1,1,0
44,0,0,0,29,-329.9833333333333,8,4,2015,11,22,4,2015,5,1,1,0
66,0,0,1,24,-2564.3166666666666,14,2,2015,1,31,5,2015,21,1,1,0
29,2,0,0,26,-455.35,29,6,2015,15,18,7,2015,15,1,1,0
35,0,1,0,25,-869.3333333333334,16,7,2015,9,21,8,2015,14,1,1,0
20,2,2,0,29,-1613.8333333333333,26,7,2015,21,2,10,2015,3,1,1,0
41,2,0,1,27,-1141.6833333333334,6,1,2015,20,23,2,2015,10,1,1,0
11,0,2,1,36,-2391.4666666666667,12,7,2015,15,20,10,2015,7,1,1,0
48,2,1,1,45,-2511.35,10,2,2015,15,26,5,2015,7,1,1,0
84,0,0,0,27,-1593.4,30,6,2015,18,5,9,2015,4,1,1,0
36,2,0,1,21,-335.26666666666665,10,7,2015,4,24,7,2015,3,1,1,0
30,0,0,1,43,-798.3333333333334,13,6,2015,15,16,7,2015,21,1,1,0
9,0,4,0,39,-1996.0666666666664,3,6,2015,0,25,8,2015,4,1,1,0
24,0,1,0,40,-2401.2,18,7,2015,16,26,10,2015,17,1,1,0
48,0,0,0,24,-136.56666666666666,2,6,2015,4,7,6,2015,20,1,1,0
45,2,0,0,41,-1764.35,16,7,2015,18,28,9,2015,7,1,1,0
78,2,1,0,33,-700.2166666666667,16,6,2015,22,16,7,2015,2,1,1,0
79,2,0,0,27,-1699.15,11,5,2015,2,20,7,2015,21,1,1,0
68,0,1,1,38,-1339.35,2,5,2015,3,26,6,2015,22,1,1,0
41,0,2,1,49,-502.28333333333336,14,4,2015,0,4,5,2015,23,1,1,0
13,2,1,0,31,-2218.2833333333333,29,5,2015,16,30,8,2015,2,1,1,0
62,1,2,0,40,-2055.833333333333,20,1,2015,5,15,4,2015,21,1,1,0
32,2,1,0,27,0.0,8,1,2015,9,8,1,2015,9,1,1,1
37,1,0,1,45,-2151.4666666666667,9,7,2015,5,6,10,2015,21,1,1,0
49,2,4,0,18,-1520.7166666666667,14,7,2015,21,16,9,2015,6,1,1,0
44,2,1,1,27,-380.1333333333333,1,6,2015,14,17,6,2015,10,1,1,0
46,1,4,1,28,-2801.3166666666666,11,7,2015,14,5,11,2015,8,1,1,0
19,0,0,0,37,-300.1666666666667,27,1,2015,5,8,2,2015,18,1,1,0
19,0,2,0,28,-2409.633333333333,15,4,2015,5,24,7,2015,14,1,1,0
86,0,0,1,35,-251.25,6,6,2015,18,17,6,2015,5,1,1,0
22,0,0,1,35,-2221.4,14,8,2015,9,14,11,2015,22,1,1,0
48,2,2,1,35,-1437.15,17,5,2015,8,16,7,2015,5,1,1,0
44,2,0,1,51,-2247.983333333333,3,8,2015,15,5,11,2015,7,1,1,0
27,1,0,1,36,-1486.65,26,5,2015,3,27,7,2015,2,1,1,0
49,0,4,0,29,-611.4333333333333,9,7,2015,21,4,8,2015,8,1,1,0
79,2,4,1,24,-345.4166666666667,29,5,2015,1,12,6,2015,11,1,1,0
20,0,2,0,32,-2138.116666666667,6,6,2015,11,3,9,2015,13,1,1,0
93,2,0,1,27,-208.1,11,4,2015,5,19,4,2015,21,1,1,0
19,1,0,0,25,-395.5,6,1,2015,21,23,1,2015,9,1,1,0
48,1,4,1,31,-1595.0166666666669,21,6,2015,1,26,8,2015,12,1,1,0
50,2,0,1,30,-560.4,6,5,2015,15,30,5,2015,0,1,1,0
45,2,2,1,37,-668.3833333333333,24,6,2015,0,21,7,2015,20,1,1,0
9,0,0,1,33,-801.95,20,1,2015,12,22,2,2015,22,1,1,0
50,1,1,1,37,-2795.3,26,5,2015,14,20,9,2015,1,1,1,0
59,1,0,1,18,-2662.5333333333333,6,3,2015,2,25,6,2015,1,1,1,0
50,2,1,1,40,0.0,8,1,2015,3,8,1,2015,3,1,1,1
37,0,0,0,28,-1385.35,23,6,2015,8,20,8,2015,2,1,1,0
37,0,1,1,46,-84.91666666666667,20,4,2015,13,24,4,2015,2,1,1,0
30,1,0,1,20,-1557.6666666666667,31,5,2015,6,4,8,2015,4,1,1,0
21,2,0,0,49,-2609.116666666667,9,2,2015,20,29,5,2015,13,1,1,0
18,1,0,0,18,-947.1833333333332,9,2,2015,21,21,3,2015,9,1,1,0
35,0,2,1,27,-257.1,11,1,2015,11,22,1,2015,4,1,1,0
10,2,0,1,50,-1539.8166666666666,1,3,2015,0,4,5,2015,3,1,1,0
60,1,0,0,21,-2674.05,29,5,2015,5,17,9,2015,15,1,1,0
74,2,2,1,38,-451.73333333333335,8,1,2015,18,27,1,2015,14,1,1,0
39,2,2,1,19,-2822.883333333333,17,7,2015,0,11,11,2015,15,1,1,0
51,2,0,1,43,-2174.75,6,8,2015,5,4,11,2015,20,1,1,0
23,1,0,1,22,-1252.9666666666667,2,4,2015,17,24,5,2015,22,1,1,1
43,2,0,0,30,-2355.2833333333333,6,6,2015,22,13,9,2015,1,1,1,0
9,2,4,0,35,-1575.05,10,5,2015,16,15,7,2015,7,1,1,0
9,0,4,0,51,-2257.383333333333,7,4,2015,9,10,7,2015,10,1,1,0
31,1,1,1,38,-1388.6,24,4,2015,17,21,6,2015,14,1,1,0
69,0,0,0,26,-1157.95,27,1,2015,19,17,3,2015,1,1,1,0
16,2,4,1,35,-109.93333333333334,2,8,2015,1,6,8,2015,15,1,1,0
24,1,1,0,47,-419.6833333333333,17,7,2015,20,4,8,2015,8,1,1,0
22,0,1,1,30,-1996.1333333333332,11,5,2015,2,2,8,2015,6,1,1,0
17,0,0,1,28,-1610.75,30,3,2015,13,5,6,2015,16,1,1,0
22,2,0,0,18,-1137.9666666666667,2,5,2015,21,19,6,2015,7,1,1,0
